boolQ_sae
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
50,0.608843537414966,0.6050002920731351,0.5543367346938775,0.6632653061224489,0.5961538461538461,0.5772357723577235,0.48028846153846155,0.7307692307692307
60,0.6156462585034014,0.5958934935714199,0.5612244897959183,0.6700680272108843,0.6153846153846154,0.5751633986928104,0.4807692307692308,0.75
70,0.6054421768707483,0.6023320895522388,0.5510204081632653,0.6565476190476189,0.6346153846153846,0.6233320625238277,0.5,0.75
80,0.6190476190476191,0.5988304093567252,0.5612244897959183,0.673469387755102,0.5961538461538461,0.5594997983057685,0.46153846153846156,0.7307692307692307
90,0.6156462585034014,0.6107420295968224,0.5611394557823128,0.6666666666666666,0.6153846153846154,0.6006144393241167,0.4807692307692308,0.7307692307692307
100,0.6394557823129252,0.6203216374269006,0.5850340136054422,0.6938775510204082,0.5961538461538461,0.5594997983057685,0.46153846153846156,0.7307692307692307
110,0.6326530612244898,0.6217117804041175,0.5782312925170068,0.6870748299319728,0.5961538461538461,0.5594997983057685,0.4423076923076923,0.7307692307692307
120,0.6156462585034014,0.6107420295968224,0.5612244897959183,0.6700680272108843,0.6153846153846154,0.6006144393241167,0.4807692307692308,0.7307692307692307
130,0.6326530612244898,0.6166883963494133,0.5782312925170068,0.6870748299319728,0.5961538461538461,0.5594997983057685,0.46153846153846156,0.7115384615384616
140,0.6156462585034014,0.606425702811245,0.564625850340136,0.6700680272108843,0.6153846153846154,0.59375,0.4807692307692308,0.7312499999999995
150,0.6224489795918368,0.614196034851691,0.564625850340136,0.6768707482993197,0.6153846153846154,0.6006144393241167,0.4807692307692308,0.7307692307692307
160,0.6258503401360545,0.6127873563218391,0.5713435374149659,0.6870748299319728,0.6538461538461539,0.634375,0.5192307692307693,0.7697115384615381
170,0.6156462585034014,0.60466472303207,0.5612244897959183,0.673469387755102,0.6153846153846154,0.59375,0.4807692307692308,0.75
180,0.6258503401360545,0.6201550387596899,0.5680272108843537,0.6803571428571428,0.6346153846153846,0.6174990321331785,0.5,0.75
190,0.6224489795918368,0.611661807580175,0.564625850340136,0.6769557823129251,0.6346153846153846,0.6174990321331785,0.5,0.7504807692307688
200,0.6190476190476191,0.6086150335187562,0.564625850340136,0.673469387755102,0.5961538461538461,0.5836828059473884,0.46153846153846156,0.7115384615384616
210,0.6190476190476191,0.6047058823529412,0.5578231292517006,0.673469387755102,0.6346153846153846,0.6174990321331785,0.5,0.7692307692307693

multirc_aave
Batch,Val Accuracy,Val F1,Val CI Lower,Val CI Upper,Test Accuracy,Test F1,Test CI Lower,Test CI Upper
10,0.6462585034013606,0.644927536231884,0.5918367346938775,0.6973639455782312,0.5576923076923077,0.5495291902071563,0.4230769230769231,0.6927884615384611
20,0.6496598639455783,0.6420017260335513,0.5918367346938775,0.7074829931972789,0.6153846153846154,0.59375,0.4807692307692308,0.7307692307692307
30,0.6292517006802721,0.6158060687439306,0.5782312925170068,0.6836734693877551,0.6153846153846154,0.5853269537480064,0.4807692307692308,0.7307692307692307
40,0.6564625850340136,0.6557895835023821,0.6054421768707483,0.7074829931972789,0.6346153846153846,0.6174990321331785,0.5192307692307693,0.75
50,0.6360544217687075,0.6265093141154261,0.5850340136054422,0.6871598639455782,0.6346153846153846,0.6102564102564103,0.5,0.75
60,0.6496598639455783,0.6433845610316198,0.5952380952380952,0.7074829931972789,0.6153846153846154,0.59375,0.4807692307692308,0.7307692307692307
70,0.6564625850340136,0.6496489882602796,0.5985544217687074,0.7075680272108843,0.6346153846153846,0.6102564102564103,0.5,0.7692307692307693
80,0.6564625850340136,0.650933969694476,0.6020408163265306,0.7074829931972789,0.6153846153846154,0.59375,0.4807692307692308,0.75
90,0.6632653061224489,0.6565866320571058,0.608843537414966,0.717687074829932,0.6346153846153846,0.6102564102564103,0.5,0.75
100,0.6564625850340136,0.650933969694476,0.6020408163265306,0.7074829931972789,0.6538461538461539,0.634375,0.5192307692307693,0.7884615384615384
110,0.6496598639455783,0.6420017260335513,0.5952380952380952,0.7040816326530612,0.6346153846153846,0.6102564102564103,0.5,0.7692307692307693
120,0.673469387755102,0.6704805491990846,0.6224489795918368,0.7210884353741497,0.6346153846153846,0.6102564102564103,0.5,0.7692307692307693
130,0.6632653061224489,0.6589686807972162,0.608843537414966,0.7211734693877551,0.6346153846153846,0.6102564102564103,0.5,0.7692307692307693
140,0.6530612244897959,0.6418573544164716,0.5985544217687074,0.7040816326530612,0.6346153846153846,0.6102564102564103,0.5,0.75
150,0.6564625850340136,0.6547008547008547,0.5986394557823129,0.7108843537414966,0.5769230769230769,0.5712143928035982,0.4423076923076923,0.7115384615384616
160,0.6530612244897959,0.6418573544164716,0.5952380952380952,0.7074829931972789,0.6346153846153846,0.6102564102564103,0.5,0.75
170,0.6666666666666666,0.6636155606407322,0.6122448979591837,0.7210884353741497,0.6346153846153846,0.6174990321331785,0.5,0.7692307692307693
180,0.6632653061224489,0.6594793799356538,0.6156462585034014,0.717687074829932,0.5961538461538461,0.5836828059473884,0.46153846153846156,0.7307692307692307
190,0.6394557823129252,0.6268678160919541,0.5816326530612245,0.6938775510204082,0.6346153846153846,0.6102564102564103,0.5,0.75
200,0.6530612244897959,0.6511075949367089,0.5952380952380952,0.7041666666666666,0.6346153846153846,0.6174990321331785,0.5,0.7692307692307693
210,0.6666666666666666,0.6621482176360225,0.608843537414966,0.7177721088435374,0.6346153846153846,0.6102564102564103,0.5,0.7692307692307693

copa_sae
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
10,0.52,0.45,0.585,0.62,0.52,0.71
20,0.5,0.435,0.575,0.62,0.52,0.71
30,0.51,0.445,0.585,0.65,0.55,0.74
40,0.5,0.43,0.57,0.66,0.57,0.75
50,0.5,0.425,0.565,0.63,0.5397500000000001,0.7202499999999997
60,0.515,0.445,0.58,0.62,0.52,0.71
70,0.515,0.45,0.585,0.62,0.52975,0.71
80,0.5,0.43,0.57,0.64,0.55,0.73
90,0.51,0.44,0.58,0.65,0.56,0.74
100,0.505,0.44,0.575,0.68,0.59,0.77
110,0.505,0.435,0.575,0.64,0.55,0.73
120,0.49,0.42,0.565,0.68,0.58975,0.77
130,0.48,0.41,0.545,0.67,0.58,0.76
140,0.515,0.45,0.585,0.68,0.58,0.7602499999999998
150,0.51,0.44,0.575,0.66,0.56,0.75
160,0.495,0.43,0.5651249999999999,0.66,0.56,0.75
